tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
GD1-2a		GD1-2																	This study	LP-NOMAG				Adirondacks	GD1
GD1-3a		GD1-3																	This study	LP-NOMAG				Adirondacks	GD1
GD1-3a	GD1-3a_LP-DIR-T	GD1-3		mt	195.3	30.3	2	4	-1	8.8	3.9	831	823	K		hargrave 2022-08-01 10:51:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	GD1
GD1-3a	GD1-3a_LP-DIR-T	GD1-3		lt	216.6	65.0	2	10	-1	16.5	9.9	573	273	K		hargrave 2022-08-01 10:51:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	GD1
GD1-3a	GD1-3a_LP-DIR-T	GD1-3		mt	262.3	61.3	2	4	0	8.8	3.9	831	823	K		hargrave 2022-08-01 10:51:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	GD1
GD1-3a	GD1-3a_LP-DIR-T	GD1-3		lt	3.7	70.9	2	10	0	16.5	9.9	573	273	K		hargrave 2022-08-01 10:51:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	GD1
GD1-3a	GD1-3a_LP-DIR-T	GD1-3		mt	262.3	61.3	2	4	100	8.8	3.9	831	823	K		hargrave 2022-08-01 10:51:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	GD1
GD1-3a	GD1-3a_LP-DIR-T	GD1-3		lt	3.7	70.9	2	10	100	16.5	9.9	573	273	K		hargrave 2022-08-01 10:51:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	GD1
GD1-4a		GD1-4																	This study	LP-NOMAG				Adirondacks	GD1
GD1-4a	GD1-4a_LP-DIR-T	GD1-4		lt	16.6	63.6	2	6	100	26.0	1.7	473	273	K		hargrave 2022-08-01 10:53:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	GD1
GD1-4a	GD1-4a_LP-DIR-T	GD1-4		mt	323.5	81.9	2	5	-1	1.1	3.7	831	813	K		hargrave 2022-08-01 10:53:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	GD1
GD1-4a	GD1-4a_LP-DIR-T	GD1-4		lt	134.8	53.3	2	6	-1	26.0	1.7	473	273	K		hargrave 2022-08-01 10:53:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	GD1
GD1-4a	GD1-4a_LP-DIR-T	GD1-4		lt	16.6	63.6	2	6	0	26.0	1.7	473	273	K		hargrave 2022-08-01 10:53:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	GD1
GD1-4a	GD1-4a_LP-DIR-T	GD1-4		mt	257.6	64.0	2	5	100	1.1	3.7	831	813	K		hargrave 2022-08-01 10:53:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	GD1
GD1-4a	GD1-4a_LP-DIR-T	GD1-4		mt	257.6	64.0	2	5	0	1.1	3.7	831	813	K		hargrave 2022-08-01 10:53:29	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	GD1
GD1-5a	GD1-5a_LP-DIR-T	GD1-5		lt	2.6	65.4	2	10	0	27.6	2.8	573	273	K		hargrave 2022-08-01 10:55:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	GD1
GD1-5a		GD1-5																	This study	LP-NOMAG				Adirondacks	GD1
GD1-5a	GD1-5a_LP-DIR-T	GD1-5		mt	13.8	70.4	2	4	-1	0.9	6.9	831	823	K		hargrave 2022-08-01 10:55:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	GD1
GD1-5a	GD1-5a_LP-DIR-T	GD1-5		lt	137.3	56.3	2	10	-1	27.6	2.8	573	273	K		hargrave 2022-08-01 10:55:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	GD1
GD1-5a	GD1-5a_LP-DIR-T	GD1-5		mt	255.3	55.7	2	4	0	0.9	6.9	831	823	K		hargrave 2022-08-01 10:55:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	GD1
GD1-5a	GD1-5a_LP-DIR-T	GD1-5		mt	255.3	55.7	2	4	100	0.9	6.9	831	823	K		hargrave 2022-08-01 10:55:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	GD1
GD1-5a	GD1-5a_LP-DIR-T	GD1-5		lt	2.6	65.4	2	10	100	27.6	2.8	573	273	K		hargrave 2022-08-01 10:55:17	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	GD1
GD1-6a	GD1-6a_LP-DIR-T	GD1-6		lt	9.4	62.7	2	5	100	21.4	1.9	448	273	K		hargrave 2022-08-01 10:59:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	GD1
GD1-6a	GD1-6a_LP-DIR-T	GD1-6		mt	258.4	65.8	2	5	100	4.2	8.2	831	813	K		hargrave 2022-08-01 10:59:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	GD1
GD1-6a	GD1-6a_LP-DIR-T	GD1-6		lt	9.4	62.7	2	5	0	21.4	1.9	448	273	K		hargrave 2022-08-01 10:59:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	GD1
GD1-6a	GD1-6a_LP-DIR-T	GD1-6		mt	258.4	65.8	2	5	0	4.2	8.2	831	813	K		hargrave 2022-08-01 10:59:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	GD1
GD1-6a	GD1-6a_LP-DIR-T	GD1-6		mt	64.1	77.4	2	5	-1	4.2	8.2	831	813	K		hargrave 2022-08-01 10:59:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	GD1
GD1-6a		GD1-6																	This study	LP-NOMAG				Adirondacks	GD1
GD1-6a	GD1-6a_LP-DIR-T	GD1-6		lt	152.8	49.3	2	5	-1	21.4	1.9	448	273	K		hargrave 2022-08-01 10:59:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	GD1
GD1-7a	GD1-7a_LP-DIR-T	GD1-7		mt	251.0	60.5	2	5	100	3.9	7.4	831	813	K		hargrave 2022-08-01 11:01:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	GD1
GD1-7a		GD1-7																	This study	LP-NOMAG				Adirondacks	GD1
GD1-7a	GD1-7a_LP-DIR-T	GD1-7		mt	11.7	77.4	2	5	-1	3.9	7.4	831	813	K		hargrave 2022-08-01 11:01:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	GD1
GD1-7a	GD1-7a_LP-DIR-T	GD1-7		lt	133.5	58.5	2	8	-1	24.2	1.6	523	273	K		hargrave 2022-08-01 11:01:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	GD1
GD1-7a	GD1-7a_LP-DIR-T	GD1-7		mt	251.0	60.5	2	5	0	3.9	7.4	831	813	K		hargrave 2022-08-01 11:01:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	GD1
GD1-7a	GD1-7a_LP-DIR-T	GD1-7		lt	349.8	67.0	2	8	100	24.2	1.6	523	273	K		hargrave 2022-08-01 11:01:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	GD1
GD1-7a	GD1-7a_LP-DIR-T	GD1-7		lt	349.8	67.0	2	8	0	24.2	1.6	523	273	K		hargrave 2022-08-01 11:01:18	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	GD1
GD1-8a	GD1-8a_LP-DIR-T	GD1-8		mt	248.0	58.8	2	5	0	3.4	3.6	831	813	K		hargrave 2022-08-01 11:13:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	GD1
GD1-8a		GD1-8																	This study	LP-NOMAG				Adirondacks	GD1
GD1-8a	GD1-8a_LP-DIR-T	GD1-8		lt	0.7	65.2	2	8	100	26.5	1.9	523	273	K		hargrave 2022-08-01 11:13:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	GD1
GD1-8a	GD1-8a_LP-DIR-T	GD1-8		lt	0.7	65.2	2	8	0	26.5	1.9	523	273	K		hargrave 2022-08-01 11:13:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	GD1
GD1-8a	GD1-8a_LP-DIR-T	GD1-8		mt	332.1	74.9	2	5	-1	3.4	3.6	831	813	K		hargrave 2022-08-01 11:13:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	GD1
GD1-8a	GD1-8a_LP-DIR-T	GD1-8		lt	128.4	58.1	2	8	-1	26.5	1.9	523	273	K		hargrave 2022-08-01 11:13:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	GD1
GD1-8a	GD1-8a_LP-DIR-T	GD1-8		mt	248.0	58.8	2	5	100	3.4	3.6	831	813	K		hargrave 2022-08-01 11:13:38	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	GD1
GD2-1a	GD2-1a_LP-DIR-T	GD2-1		lt	154.6	54.8	2	6	-1	40.2	1.6	473	273	K		hargrave 2022-10-22 15:11:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	GD2
GD2-1a	GD2-1a_LP-DIR-T	GD2-1		mt	286.9	36.4	2	7	-1	0.0	5.6	840	818	K		hargrave 2022-10-22 15:11:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	GD2
GD2-1a	GD2-1a_LP-DIR-T	GD2-1		lt	352.7	66.0	2	6	0	40.2	1.6	473	273	K		hargrave 2022-10-22 15:11:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	GD2
GD2-1a	GD2-1a_LP-DIR-T	GD2-1		mt	145.2	31.7	2	7	0	0.0	5.6	840	818	K		hargrave 2022-10-22 15:11:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	GD2
GD2-1a	GD2-1a_LP-DIR-T	GD2-1		lt	352.7	66.0	2	6	100	40.2	1.6	473	273	K		hargrave 2022-10-22 15:11:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	GD2
GD2-1a	GD2-1a_LP-DIR-T	GD2-1		mt	145.2	31.7	2	7	100	0.0	5.6	840	818	K		hargrave 2022-10-22 15:11:36	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	GD2
GD2-1a		GD2-1																	This study	LP-NOMAG				Adirondacks	GD2
GD2-2a		GD2-2																	This study	LP-NOMAG				Adirondacks	GD2
GD2-2a	GD2-2a_LP-DIR-T	GD2-2		mt	143.8	17.2	1	7	100	0.0	4.6	840	818	K		hargrave 2022-10-22 15:15:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	GD2
GD2-2a	GD2-2a_LP-DIR-T	GD2-2		mt	143.8	17.2	1	7	0	0.0	4.6	840	818	K		hargrave 2022-10-22 15:15:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	GD2
GD2-2a	GD2-2a_LP-DIR-T	GD2-2		mt	112.0	62.3	1	7	-1	0.0	4.6	840	818	K		hargrave 2022-10-22 15:15:14	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	GD2
GD2-3a	GD2-3a_LP-DIR-T	GD2-3		lt	33.5	59.1	1	3	100	74.1	8.8	398	273	K		hargrave 2022-10-22 15:16:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	GD2
GD2-3a		GD2-3																	This study	LP-NOMAG				Adirondacks	GD2
GD2-3a	GD2-3a_LP-DIR-T	GD2-3		lt	233.5	57.4	1	3	-1	74.1	8.8	398	273	K		hargrave 2022-10-22 15:16:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	GD2
GD2-3a	GD2-3a_LP-DIR-T	GD2-3		lt	33.5	59.1	1	3	0	74.1	8.8	398	273	K		hargrave 2022-10-22 15:16:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	GD2
GD2-4a	GD2-4a_LP-DIR-T	GD2-4		mt	119.8	-3.0	1	9	-1	0.0	6.1	840	798	K		hargrave 2022-10-22 15:18:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	GD2
GD2-4a	GD2-4a_LP-DIR-T	GD2-4		mt	145.0	29.7	1	9	0	0.0	6.1	840	798	K		hargrave 2022-10-22 15:18:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	GD2
GD2-4a	GD2-4a_LP-DIR-T	GD2-4		mt	145.0	29.7	1	9	100	0.0	6.1	840	798	K		hargrave 2022-10-22 15:18:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	GD2
GD2-4a		GD2-4																	This study	LP-NOMAG				Adirondacks	GD2
GD2-5a		GD2-5																	This study	LP-NOMAG				Adirondacks	GD2
GD2-5a	GD2-5a_LP-DIR-T	GD2-5		lt	174.2	-31.1	2	4	-1	66.8	6.5	423	273	K		hargrave 2022-10-22 15:20:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	GD2
GD2-5a	GD2-5a_LP-DIR-T	GD2-5		mt	239.3	67.4	2	6	-1	0.0	7.7	837	818	K		hargrave 2022-10-22 15:20:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	GD2
GD2-5a	GD2-5a_LP-DIR-T	GD2-5		lt	329.0	51.5	2	4	0	66.8	6.5	423	273	K		hargrave 2022-10-22 15:20:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	GD2
GD2-5a	GD2-5a_LP-DIR-T	GD2-5		lt	329.0	51.5	2	4	100	66.8	6.5	423	273	K		hargrave 2022-10-22 15:20:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	GD2
GD2-5a	GD2-5a_LP-DIR-T	GD2-5		mt	136.7	17.9	2	6	0	0.0	7.7	837	818	K		hargrave 2022-10-22 15:20:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	GD2
GD2-5a	GD2-5a_LP-DIR-T	GD2-5		mt	136.7	17.9	2	6	100	0.0	7.7	837	818	K		hargrave 2022-10-22 15:20:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	GD2
GD2-6a		GD2-6																	This study	LP-NOMAG				Adirondacks	GD2
GD2-6a	GD2-6a_LP-DIR-T	GD2-6		lt	211.9	-19.0	1	6	-1	13.9	5.0	473	273	K		hargrave 2022-10-15 17:36:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	GD2
GD2-6a	GD2-6a_LP-DIR-T	GD2-6		lt	326.6	58.8	1	6	0	13.9	5.0	473	273	K		hargrave 2022-10-15 17:36:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	GD2
GD2-6a	GD2-6a_LP-DIR-T	GD2-6		lt	326.6	58.8	1	6	100	13.9	5.0	473	273	K		hargrave 2022-10-15 17:36:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	GD2
GD2-7a	GD2-7a_LP-DIR-T	GD2-7		lt	166.7	6.2	2	4	-1	30.9	5.9	423	273	K		hargrave 2022-10-15 17:37:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	GD2
GD2-7a	GD2-7a_LP-DIR-T	GD2-7		mt	228.2	11.7	2	7	-1	0.0	3.2	834	798	K		hargrave 2022-10-15 17:37:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	GD2
GD2-7a	GD2-7a_LP-DIR-T	GD2-7		lt	355.6	72.4	2	4	0	30.9	5.9	423	273	K		hargrave 2022-10-15 17:37:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	GD2
GD2-7a	GD2-7a_LP-DIR-T	GD2-7		lt	355.6	72.4	2	4	100	30.9	5.9	423	273	K		hargrave 2022-10-15 17:37:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	GD2
GD2-7a		GD2-7																	This study	LP-NOMAG				Adirondacks	GD2
GD2-7a	GD2-7a_LP-DIR-T	GD2-7		mt	134.3	43.1	2	7	100	0.0	3.2	834	798	K		hargrave 2022-10-15 17:37:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	GD2
GD2-7a	GD2-7a_LP-DIR-T	GD2-7		mt	134.3	43.1	2	7	0	0.0	3.2	834	798	K		hargrave 2022-10-15 17:37:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	GD2
GD2-8a	GD2-8a_LP-DIR-T	GD2-8		mt	149.9	32.0	2	4	100	0.0	4.9	831	818	K		hargrave 2022-10-15 17:39:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	GD2
GD2-8a	GD2-8a_LP-DIR-T	GD2-8		lt	343.6	66.7	2	4	100	29.1	10.8	423	273	K		hargrave 2022-10-15 17:39:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	GD2
GD2-8a	GD2-8a_LP-DIR-T	GD2-8		mt	149.9	32.0	2	4	0	0.0	4.9	831	818	K		hargrave 2022-10-15 17:39:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	GD2
GD2-8a	GD2-8a_LP-DIR-T	GD2-8		lt	343.6	66.7	2	4	0	29.1	10.8	423	273	K		hargrave 2022-10-15 17:39:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	GD2
GD2-8a	GD2-8a_LP-DIR-T	GD2-8		mt	182.4	-48.0	2	4	-1	0.0	4.9	831	818	K		hargrave 2022-10-15 17:39:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	GD2
GD2-8a	GD2-8a_LP-DIR-T	GD2-8		lt	172.8	32.4	2	4	-1	29.1	10.8	423	273	K		hargrave 2022-10-15 17:39:06	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	GD2
GD2-8a		GD2-8																	This study	LP-NOMAG				Adirondacks	GD2
MA1-1a	MA1-1a_LP-DIR-T	MA1-1		ht	34.1	59.9	2	15	0	0.0	1.8	960	883	K		hargrave 2022-09-25 11:32:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	MA1
MA1-1a	MA1-1a_LP-DIR-T	MA1-1		mt	312.6	-51.3	2	23	0	18.8	2.7	863	673	K		hargrave 2022-09-25 11:32:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA1
MA1-1a	MA1-1a_LP-DIR-T	MA1-1		ht	181.4	25.9	2	15	-1	0.0	1.8	960	883	K		hargrave 2022-09-25 11:32:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	MA1
MA1-1a	MA1-1a_LP-DIR-T	MA1-1		mt	61.2	-45.5	2	23	-1	18.8	2.7	863	673	K		hargrave 2022-09-25 11:32:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA1
MA1-1a	MA1-1a_LP-DIR-T	MA1-1		mt	312.6	-51.3	2	23	100	18.8	2.7	863	673	K		hargrave 2022-09-25 11:32:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA1
MA1-1a	MA1-1a_LP-DIR-T	MA1-1		ht	34.1	59.9	2	15	100	0.0	1.8	960	883	K		hargrave 2022-09-25 11:32:22	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	MA1
MA1-1a		MA1-1																	This study	LP-NOMAG				Adirondacks	MA1
MA1-2a	MA1-2a_LP-DIR-T	MA1-2		ht	70.5	53.1	2	26	100	0.0	2.1	952	843	K		hargrave 2022-09-22 11:50:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	MA1
MA1-2a		MA1-2																	This study	LP-NOMAG				Adirondacks	MA1
MA1-2a	MA1-2a_LP-DIR-T	MA1-2		mt	69.7	-16.7	2	15	-1	129.0	16.7	723	273	K		hargrave 2022-09-22 11:50:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA1
MA1-2a	MA1-2a_LP-DIR-T	MA1-2		ht	197.5	21.5	2	26	-1	0.0	2.1	952	843	K		hargrave 2022-09-22 11:50:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	MA1
MA1-2a	MA1-2a_LP-DIR-T	MA1-2		mt	305.4	-25.1	2	15	0	129.0	16.7	723	273	K		hargrave 2022-09-22 11:50:24	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA1
